"Extension","Description","Category","Format","Programming Language","Program Support"
".q","A Q file is a compressed archive created using Quantum compression. It contains one or more compressed files. Q files may also be referred to as Quantum archives.","Compressed Files","Binary","Not Found",""
".ra","Audio file used by RealPlayer, an audio and video streaming program; may reference a streaming audio file online or may contain audio data; can use various codecs to compress audio with variable bit rates; uses a proprietary Real compression algorithm.","Audio Files","Binary","Not Found","File Viewer Plus — Get it from Microsoft, RealNetworks RealPlayer 20/20, JRiver Media Center, VideoLAN VLC media player, DVDVideoSoft Free Audio Converter, Web browser with the RealPlayer plugin, RealNetworks RealTimes: Video Maker, RealNetworks RealTimes Video Maker"
".reg","A REG file updates the Windows Registry when run. Custom REG files can be created to alter different aspects of Windows.","System Files","Text","Not Found","Microsoft Registry Editor, Various programs"
".rpm","An RPM file is an installation package originally developed for the Red Hat Linux operating system, but now used by many other Linux distributions as well. RPM files are commonly used for installing programs on Linux systems.","Compressed Files","Binary","Not Found","File Viewer Plus, 7-Zip, Incredible Bee Archiver, The Unarchiver, Red Hat Package Manager, Alien, RealNetworks RealPlayer Cloud"
".tcl","Script written in the Tool Command Language (pronounced ""tickle""), a simple textual language used for sending commands to text editors, debuggers, and shells.","Developer Files","Text","Tcl","File Viewer Plus, PSPad, Wish, Tclsh, MacroMates TextMate, Bare Bones BBEdit, File Viewer for Android"
".template","Document template created by Pages, a word processing application for Mac OS X; contains pre-defined page elements and styles used for creating a new document; enables users to author .PAGES documents with the same properties.","Text Files","Binary","Not Found","Apple Pages"
".tiff","A TIFF file is a graphics container that stores raster images in the Tagged Image File Format (TIFF). It contains high-quality graphics that support color depths from 1 to 24-bit and supports both lossy and lossless compression. TIFF files also support multiple layers and pages.","Raster Image Files","Text and Binary","Not Found","File Viewer Plus — Get it from Microsoft, Microsoft Photos, Microsoft Windows Photo Viewer, Microsoft Paint, Microsoft Paint 3D, CorelDRAW Graphics Suite 2021, Adobe Photoshop 2021, Adobe Photoshop Elements 2020, Adobe Illustrator 2021, ACD Systems ACDSee Photo Studio, Apple Preview, Apple Photos, Roxio Toast 18, MacPhun ColorStrokes, Google Photos, Google Drive, File Viewer for Android"
".user","User settings file created by Visual Studio, a software development tool used to develop Windows programs and Web applications; contains user preferences, such as debugging and deployment settings; used for saving and loading project preferences for a specific user.","Settings Files","Text","Not Found","Microsoft Visual Studio 2019"
".alt","Application label temporary file generated by Microsoft Dynamics AX; contains new labels created within program; saved as a standard label data (.ALD) file once the Dynamics AX Application Object Server has shut down.","Misc Files","N/A","Not Found","Microsoft Dynamics AX"
".cmd","A CMD file is a script file that contains one or more commands in plain text format that are executed in order to perform various tasks. It is similar to a .BAT file, which is also commonly used to store a batch of executable commands.","Executable Files","Text","Batchfile","File Viewer Plus, Microsoft Windows, Microsoft Notepad, Microsoft WordPad, Notepad++, Other text editor, Parallels Desktop for Mac with Windows installed, WineHQ, Elecbyte M.U.G.E.N"
".disabled","Disabled application or link created by Spybot - Search & Destroy, a program used for removing spyware from Windows computers; adds the "".disabled"" file extension to a malicious program so that it cannot be run natively in Windows (e.g., program.exe becomes program.exe.disabled).","Misc Files","N/A","Not Found","Safer Networking Spybot - Search & Destroy"
".djvu","A DJVU file is a compressed image format developed by AT&T and marketed by LizardTech. It contains a scanned document, which may include text, images, or drawings. DJVU files are designed to allow content developers to scan high-resolution color pages of books, magazines, comics, catalogs, etc. and publish them on the web.","Raster Image Files","Binary","Not Found","WinDjView, DjVuLibre DjView, Canvas X, ACD Systems ACDSee Photo Studio, Extensis DjVu Solo, Web browser with LizardTech DjVu Browser plugin, MacDjView, KDE Okular, DjVu Reader, Emsisoft Decryptor for STOP Djvu"
".fpl","An FPL file contains a playlist used by Foobar2000, a freeware multimedia playback application. It stores information about a playlist, which includes the number of tracks, locations of audio files linked in the playlist, and the artist, genre, and title of each track.","Settings Files","N/A","Not Found","Foobar2000"
".framework","Folder containing supporting programs, libraries, or references to other files used by a Mac OS X program; usually located in the Contents/Frameworks folder within a Mac OS X application package.","Developer Files","N/A","Not Found","Opens as folder in Mac OS X"
".l","Contains a pattern of dots that is used as the starting point for ""The Game of Life,"" a mathematical game developed by John Conway; often used for teaching purposes in math and computer science.","Data Files","N/A","PicoLisp","Life32, Game of Life Java applet, Apple iTunes or other music player, Microsoft Visual Studio with MKS Lex & Yacc plug-in, Apple Xcode, Apple TextEdit, Other text editor, Lex, Vim, GNU Emacs"
".letter","File named dead.letter that is sometimes created on Unix-based systems when email cannot be sent; may be created because the destination address is wrong or because the recipient refuses to accept the email.","Misc Files","N/A","Not Found","Sendmail"
".pem","A PEM file is a Base64-encoded certificate file used to authenticate a secure website. It may contain a private key, certificate authority (CA) server certificate, or other various certificates that make up the trust chain. PEM files are typically imported from a Unix-based Apache Web server and compatible with OpenSSL applications.","Web Files","Text","Not Found","Microsoft IIS, Apple Keychain Access, Apache Web Server with OpenSSL"
".pot","A POT file is a template created by PowerPoint, a program used to create slide show presentations. It contains the default layout, formatting, and styles for a slide show. POT files are used to create multiple .PPT files with the same formatting.","Data Files","Binary","Gettext Catalog","File Viewer Plus, Microsoft PowerPoint 365, Kingsoft Presentation, Corel Presentations 2020, SoftMaker Office, OpenOffice Impress, Apple Keynote, Apple Preview, Planamesa NeoOffice, Google Slides, Google Drive, Referenced by various programs, Edit with a text editor"
".ps","A PS file is an image saved in the PostScript page description language. It may contain vector graphics, raster graphics, and text. PS files can be printed directly by a PostScript printer (i.e., containing a Raster Image Processor) without being opened in an application.","Vector Image Files","Binary","PostScript","Adobe Illustrator 2021, Adobe Acrobat DC, Adobe Photoshop 2021, Adobe Photoshop Elements 2020, Canvas X, ACD Systems ACDSee Photo Studio, GSView, GPL Ghostscript, Apple Preview, Evince"
".r","An R file is a script written in R, a programming language used for statistical analysis and graphing purposes. It contains code that can be executed within the R software environment. R files may include commands that create objects (functions, values, etc.) and produce visualizations of the computed data.","Developer Files","Text","Rebol","File Viewer Plus, R, RStudio, Any text editor, File Viewer for Android, Apple Xcode, MacroMates TextMate, Bare Bones BBEdit, REBOL/View, REBOL/Core, REBOL/SDK, Apple iTunes, Other music player, Ratfor"
".raw","A RAW file is an image generated by digital cameras such as Panasonic, Leica, and Casio cameras. It contains uncompressed, raw image data that can be adjusted for exposure and white balance using software that supports the format. RAW files are used for storing unaltered image data as captured by a digital camera's CCD.","Camera Raw Files","Binary","Raw token data","File Viewer Plus, Adobe Photoshop 2021, Adobe Photoshop Elements 2020, Corel PaintShop Pro, ACD Systems ACDSee Photo Studio, Canvas X, RawTherapee, Microsoft Photos, GIMP with UFRaw plug-in, Apple Preview, MacPhun ColorStrokes, WidsMob PhotoVault, digiKam, UFRaw, File Viewer for Android, Dolphin, NCH Switch, NCH WavePad, Adobe Audition CC 2021, Audacity, FMJ-Software Awave Audio"
".rc","Developer file used by software development applications such as Visual Studio and Borland C++; saved in a plain text format and includes references to resources, such as user interface components, images, or icon files; used for compiling the resources into .RES files used by the final program build.","Developer Files","Text","Not Found","File Viewer Plus, Microsoft Visual Studio 2019, Embarcadero C++Builder, Borland C++Builder, Resource Hacker"
".s","An S file is a generic source code file that contains the source for a computer program. It may be written in a number of different programming languages, but is commonly used for storing Assembly code.","Developer Files","Text","GAS","Microsoft Visual Studio 2019, Microsoft Notepad, gVim, Apple Xcode, MacroMates TextMate, Bare Bones BBEdit, MacVim, Vi, Pico, GNU Emacs, Microsoft Train Simulator"
".sis","Installer archive for Symbian OS, an operating system used for mobile devices, such as Palm PDAs and Nokia, Ericsson, and Motorola phones; created using Symbian's ""makesis"" command line tool, which is bundled with the CreateSIS program; often used for S60 phone theme installations.","Misc Files","Binary","Not Found","Nokia Suite, Nokia PC Suite, UnSIS, Easy SIS Creator, Palm OS Emulator, SISContents, Valve Steam, Digital Conference Sisma, arivis Vision4D"
".svg","An SVG file is a graphic saved in a two-dimensional vector graphic format created by the World Wide Web Consortium (W3C). It stores information that describes an image in a text format that is based on XML. SVG files may include vector shapes, embedded raster graphics (also known as bitmap images), and text.","Vector Image Files","XML","SVG","File Viewer Plus, Adobe Illustrator 2021, Adobe InDesign 2020, CorelDRAW Graphics Suite 2021, Corel PaintShop Pro, GIMP, Inkscape, IrfanView, CADSoftTools ABViewer, Any web browser, Any text editor, Linearity Vectornator, Boxy SVG, Kolourpaint, Google Drive, Vecteezy Editor, Autodesk Tinkercad, Adobe Illustrator Draw, TouchAware Limited iDesign, File Viewer for Android, SVG and SVGZ Viewer, GTA2 Saved Game Editor"
".vcs","Contains information about an event or appointment, which can be imported into a calender or scheduling program; saved in the vCalendar ""Electronic Calendaring and Scheduling Exchange"" format; includes the event date and time and other information about the event.","Data Files","N/A","Not Found","Microsoft Outlook 365, Apple Calendar, Calligra Suite, Evolution, Default Calendar"
".xhtm","Web page file written in XHTML, a reformulation of HTML 4 that uses XML 1.0; includes standard HTML tags, which must adhere to more strict XML guidelines; used for publishing website content.","Web Files","XML","Not Found","Microsoft Internet Explorer, Mozilla Firefox, Google Chrome, Other Web browser, Adobe Dreamweaver 2020, Apple Safari"
".xpi","An XPI file is a compressed installation archive used by various Mozilla applications, including Firefox, Thunderbird, and SeaMonkey. It contains an app add-on, such as a Firefox plug-in, toolkit, or theme. Most XPI files include an install.js, install.rdf, or readme.md file, which contains the add-on's installation instructions.","Plugin Files","Zip","Not Found","Mozilla Firefox, Mozilla Thunderbird, Mozilla SeaMonkey"
".add","Application developer documentation data file used by Microsoft Dynamics AX, a business management application; contains development help documentation for using the program; arranged by language.","Misc Files","N/A","Not Found","Microsoft Dynamics AX"
".awm","Project file created by AllWebMenus, a Web menu builder program; contains properties for a dynamic HTML drop-down menu; can include themes and other appearance settings; compiled by the software into a self-contained Web package that can be inserted into websites.","Web Files","Binary","Not Found","Likno AllWebMenus"
".b","A B file is a saved game file created by Grand Theft Auto III (GTA3), an automotive-based action game. It saves gameplay information so the game can be resumed from the save point at a later time. B files are used by multiple editions of GTA3, including Vice City and San Andreas.","Game Files","Binary","Limbo","Rockstar Games Grand Theft Auto 3, Rockstar Games Grand Theft Auto: Vice City, Rockstar Games Grand Theft Auto: San Andreas, Any text editor, Microsoft Visual Studio, FreeBASIC, PureBasic, PowerBASIC, Edit with a text editor, bfbuilder, Microsoft Notepad, Github Atom, Microsoft Visual Studio Code, Apple TextEdit, Vim, Brainf*ck Interpreter, Google Chrome Text"
".bml","A BML file is a webpage written in the Bean Markup Language (BML). BML is based on the Bean Scripting Framework (BSF), which is a set of Java classes that provide scripting language support within Java applications.","Web Files","N/A","Not Found","View in a Web browser, Edit with a text editor, Run with an IBM or Apache server with BSF support, CASC Braille 2000 — Discontinued"
".cache","A CACHE file stores recently used information in a disk cache for a specific program. It is used by web browsers, image editing programs, and other applications to speed up the loading of recently viewed data.","Misc Files","N/A","Not Found","Used by various programs"
".diff","Patch file created by Mercurial, a control management tool for developers; contains a record of the differences between two versions of the same text or source file; enables updating of older text files to newer version text files; accessed by developers that are making changes to different versions of the same file; also known as .PATCH files.","Developer Files","Text","Diff","Mercurial"
".email","An EMAIL file is an email message created with Microsoft Outlook Express, an email and news client bundled with Internet Explorer 4.0 to 6.0. It contains a message but may also store an email attachment, which is a file sent with the message.","Misc Files","Text and Binary","Not Found","Microsoft Outlook Express — Discontinued"
".hml","Contains a list of tasks to be run with HostMonitor, a server monitoring program; typically includes a list of servers with status information for each one.","Data Files","N/A","Not Found","KS-Soft HostMonitor"
".hqx","An HQX file is a binary to hexadecimal text file created for Mac computers. It contains data that has been compressed and encoded from an 8-bit binary format into a 7-bit text format. HQX files can be useful for transferring binary images, documents, and multimedia as text in email attachments.","Encoded Files","Text","Not Found","Smith Micro StuffIt Deluxe, Corel WinZip, ESTsoft ALZip, Smith Micro StuffIt Deluxe Mac 16, Incredible Bee Archiver, Apple Archive Utility"
".htx","HTML document that uses the Microsoft Indexing Service; contains code that defines how results from a database should be displayed within a Web page; often created with Microsoft FrontPage Web development software.","Web Files","N/A","Not Found","Microsoft FrontPage — Discontinued, Any text editor"
".i","File generated by the Microsoft Visual Studio compiler when compiling a Visual C++ project; contains the output from the preprocessor operation; may be used to diagnose and fix compilation errors.","Developer Files","Binary","Not Found","Microsoft Visual Studio 2019, C-INTERCAL, Java INTERCAL"
".jpe","24-bit compressed JPEG graphic format that is commonly used for Web graphics; best suited for photos or images that contain lots of colors; also used by most digital cameras for saving digital photos.","Raster Image Files","Binary","Not Found","Microsoft Photos, Adobe Photoshop 2021, Adobe Photoshop Elements 2020, Adobe Illustrator 2021, CorelDRAW Graphics Suite 2021, Canvas X, ACD Systems ACDSee Photo Studio, Axel Rietschin FastPictureViewer, Any image viewer, Any web browser, Apple Preview"
".jspf","Web page source code file written using Java Server Page (.JSP) syntax; contains a fragment of JSP code that does not comprise an entire JSP document; used for abstracting reusable segments of code and statically including them in JSP pages.","Developer Files","Text","Not Found","Adobe Dreamweaver 2020, Richardson EditRocket, ES-Computing EditPlus, Eclipse IDE for Java Developers, Any text editor"
".mp2","Audio format that uses MPEG-1 Layer II compression to reduce the file size; mainly replaced by the ubiquitous .MP3 format, but is still used for digital radio and digital television broadcasts.","Audio Files","Binary","Not Found","File Viewer Plus — Get it from Microsoft, Apple iTunes, RealNetworks RealPlayer 20/20, Microsoft Windows Media Player, Nullsoft Winamp, VideoLAN VLC media player, PeonySoft MP2 Converter, Adobe Audition CC 2021, Ubisoft Heroes of Might and Magic II"
".mspx","Web page developed using Microsoft's presentation framework for ASP.NET; processed by a Microsoft Internet Information Services (IIS) Web server; dynamically generates content that is passed to the client's Web browser.","Web Files","N/A","Not Found","View in a Web browser, Run with a Microsoft IIS Web server"
".mv","Script used by MivaScript, a Web-based programming language used for developing e-commerce websites; contains MivaScript source code, which defines a Web page with display information and and methods to accept and retrieve stored data.","Developer Files","Text","Not Found","Miva Merchant Script Compiler, File Viewer Plus, FFmpeg"
".ocx","An OCX file contains a reusable software module, called an ActiveX control, which can be used within Windows software programs. ActiveX controls can be created for various purposes, such as user interface forms, webpage widgets, online games, and multimedia viewers.","Developer Files","Binary","Not Found","Microsoft Visual Studio 2019"
".pad","Shortcut file used by the ACT! customer relationship management (CRM) software; contains a pointer to the actual ACT! database files, which are stored in .ADF and .ALF files; often used as a desktop shortcut for opening the database.","Misc Files","N/A","Not Found","Swiftpage Act!"
".pages","A PAGES file is a document created by Apple Pages, a word processor and page layout program for macOS and iOS. It is used to save a document, such as a report, poster, resume, newsletter, book, certificate, or brochure that was created from a blank page or built from a template. PAGES documents typically contain text and page formatting information, but may also include images, tables, graphs, and charts.","Text Files","Zip","Not Found","Apple Pages, Apple Preview, Apple iCloud, Zamzar"
".pdb","A PDB file is a database file used by various applications, including Pegasus, Quicken, MS Visual Studio, and Palm Pilot software. It stores data in a structured format and is typically installed with the corresponding application.","Database Files","N/A","Not Found","Intuit Quicken, Microsoft Visual Studio 2019, Avogadro, Jmol, RasMol, Microsoft Internet Explorer with JmolApplet or Protein Workshop applet, Agile Molecule Abalone — Discontinued, Agile Molecule Ascalaph — Discontinued, Apple Safari with JmolApplet or Protein Workshop applet, Mozilla Firefox with JmolApplet or Protein Workshop applet, Animated Physics, Tanida Demo Builder, Palm Desktop, Fictionwise eReader, DC & Co iSilo, XnViewMP, Planamesa NeoOffice, Lemkesoft GraphicConverter, PorDiBle, txt2pdbdoc, Sybase PowerDesigner"
".pvk","Private key file used by software developers for digitally signing applications; stores the key as a segment of encrypted data in a small file; allows the application bundle to be authenticated by end users; often used in conjunction with .SPC and .PFX files.","Misc Files","Text","Not Found","Microsoft File Signing Tool, OpenSSL"
".run","A RUN file is an executable file typically used to install Linux programs. It contains program data and installation instructions. RUN files are often used to distribute device drivers and software among Linux users. You can execute RUN files in the Ubuntu terminal.","Executable Files","Binary","Not Found","Linux, Runscanner, Human Head Studios Rune, Edit with the RuneEd Rune Editor"
".sdb","3D model created with SAP2000, a structural analysis and design program; contains structural model definitions, material and section properties, static and/or dynamic analysis parameters, and design data.","3D Image Files","N/A","Not Found","Computers & Structures SAP2000, Microsoft Compatibility Database Installer Tool, View in a Web browser, Run on a SocialDecks Web server, Integrated Data Processing ServerBoss, OpenOffice Base, Oracle StarOffice, ProSaldo MonKey Office, SparkleDB"
".smi","An SMI file is a disk image file created by Aladdin ShrinkWrap or Apple Disk Copy in Mac OS Classic (Mac OS 9 or earlier). It contains a disk image that mounts as a disk on the Desktop when opened.","Disk Image Files","N/A","Not Found","Apple Disk Utility, Apple Disk Copy, Aladdin ShrinkWrap, Microsoft Windows Media Player, VideoLAN VLC media player, MPlayer, EZTitles, URUWorks Subtitle Workshop, olimsoft OPlayer, Bolero33 Soul Movie, J2 Interactive MX Player, ACD Systems ACDSee Photo Studio, Apple QuickTime Player, RealNetworks RealPlayer 20/20, RealNetworks RealTimes: Video Maker, RealNetworks RealTimes Video Maker"
".ste","Site settings file created by Dreamweaver, a program used to create Web sites; contains site publishing information, such as the remote server, login name, encrypted password, remote folder, and local folder; used for backing up and reusing site settings.","Settings Files","XML","Not Found","Adobe Dreamweaver 2020, Any text editor, Samsung Image Viewer"
".torrent","A TORRENT file is a file used by BitTorrent, a peer-to-peer (P2P) file sharing program, for downloading a file (often from multiple locations at one time). It does not contain the content being distributed, only the metadata, which includes information about the file or group of files to be downloaded, such as their names, sizes, and folder structure.","Misc Files","Binary","Not Found","BitTorrent Classic, BitTorrent Web, uTorrent, uTorrent Web, qBittorrent, Vuze, BitComet, Shareaza, Headlight GetRight, BitLord, Ares, Deluge, Opera, Torch, XTorrent, BitRocket, Transmission, Eltima Folx 5, Tribler, Delphi Softwares Flud"
".v","A file with a V file extension may be a source code file written in the Verilog hardware description language (HDL). It specifies a model of an electronic system. V files typically contain Verilog 2005 source code, but they may also use one of the older Verilog standards, such as Verilog-95 or Verilog 2001.","Developer Files","Text","Verilog","File Viewer Plus, Notepad++, Xilinx ISE Design Suite, Icarus Verilog, Verilog 2005 parser, Cadence Design Systems Incisive, SYNAPTICAD VeriLogger Extreme, Mentor Graphics ModelSim, CoqIDE, Microsoft Windows Media Player with YUV Genius package, Apple QuickTime Player with QuickTime YUV codec, yuvsplittoppm, ppmtoyuvsplit"
".wmf","A WMF file is a vector graphic saved in the proprietary Windows Metafile Format (WMF) format developed by Microsoft. It contains a series of metafile records that store drawing operations, which include commands for drawing lines, circles, and rectangles that make up the graphic. WMF files also support bitmap drawing operations.","Vector Image Files","Binary","Not Found","File Viewer Plus — Get it from Microsoft, Microsoft Office 365, ACD Systems ACDSee Photo Studio, Adobe Illustrator 2021, IMSI TurboCAD Pro, CorelDRAW Graphics Suite 2021, Corel PaintShop Pro, Canvas X, Newera Graphics Converter Pro, Microsoft Windows Photo Viewer, Microsoft Picture It! — Discontinued, Inkscape, CADSoftTools ABViewer, IMSI TurboCAD Deluxe, Cristallight WMF Converter Pro, Apple QuickTime Player with Flip4Mac WMV Components, GIMP, Widelands"
".wpd","A WPD file is a text document created by Corel WordPerfect, a word processor for Windows included with the WordPerfect Office suite. It may contain formatted text, tables, charts, drawn objects, and images.","Text Files","Binary","Not Found","Corel WordPerfect 2020, Microsoft Word 365, Canvas X, NCH Doxillion, LibreOffice, Planamesa NeoOffice, Universal Document Viewer Pro, Software602 602Text — Discontinued, Swiftpage Act!"
".ws","Executable script for Windows that can incorporate JScript and VBScript routines and may include XML elements; runs when opened if Windows Scripting Host (WSH) 2.0 or later is installed.","Executable Files","Text","Not Found","Microsoft WScript, Any text editor, Oswan, Mednafen, Higan, OpenEmu, Variety Games 1-2-3 Word Search Maker"
".y","Developer file used by Yacc (Yet Another Compiler-Compiler), a program used to generate source code parsers; contains formal declarations for how a programming language is defined; used for generating parsers for various languages.","Developer Files","Text","Yacc","Microsoft Visual Studio with MKS Lex & Yacc plug-in, Any text editor, Apple Xcode, Berkeley Yacc, Yacc, Bison, Microsoft Windows Media Player with YUV Genius package, Apple QuickTime Player with QuickTime YUV codec, Smith Micro StuffIt Deluxe, Cloanto Amiga Forever, Smith Micro StuffIt Deluxe Mac 16, yabba for Unix"
".z","Compressed file used to store, or ""pack,"" files on Unix-based machines; incorporates a simple compression algorithm that is used to archive files and save disk space; can be decompressed on a Unix system by typing uncompress filename.z, where ""filename.z"" is the name of the file to decompress.","Compressed Files","Binary","Not Found","File Viewer Plus — Get it from Microsoft, Smith Micro StuffIt Deluxe, Corel WinZip, RARLAB WinRAR, 7-Zip, Smith Micro StuffIt Deluxe Mac 16, Corel WinZip Mac, Incredible Bee Archiver, The Unarchiver, uncompress, gzip, zcat, znew, unpack, Archive Manager, File Viewer for Android"
".app","An APP file is an application bundle that runs under macOS, an operating system (OS) developed by Apple and designed to run on Macintosh computers. It stores multiple directories, such as Contents, Resources, and Frameworks, which contain various files that make up the application. APP files are executable files similar to .EXE files in Windows and run when double-clicked.","Executable Files","N/A","Not Found","Apple macOS, Microsoft Visual FoxPro, Nokia Carbide.c++, Nokia WRT plug-ins, Nokia Symbian rcomp, Runs on supported cell phones, Cemu, U8 Tool, Sharpii"
".asd","An ASD file is a temporary backup created by Microsoft Word, a word processing program used to author documents. It contains a snapshot copy of the currently opened Word document. ASD files are used for automatic backup and recovery of documents in Word in case of an unplanned disruption or program crash.","Backup Files","N/A","Common Lisp","Microsoft Word 365, Ableton Live"
".asm","Program written in assembly language, a low level programming language that can be converted to machine language; may be edited with a text editor and run using an assembler program, such as HLA, MASM, FASM, NASM, or GAS.","Developer Files","Text","Assembly","File Viewer Plus, Microsoft Notepad, gVim, Other text editor, MacroMates TextMate, MacVim, Vim, Pico, GNU Emacs, Microsoft Visual Studio 2019, Parametric Technology Creo, Okino Computer Graphics PolyTrans, Autodesk Fusion 360, Siemens Solid Edge"
".bad","E-mail message that could not be delivered by Microsoft Exchange Server; includes the message sender, message recipient(s), subject, and body, just like the original message.","Text Files","N/A","Not Found","Microsoft Exchange Server"
".bak2","Backup file created by a variety of programs, including games such as Crytek Crysis; contains a copy of the original file, such as a map or scene; similar to the .BAK file extension.","Backup Files","Text and Binary","Not Found","Crytek Crysis, Crytek Crysis Warhead, E-on Vue, Chucklefish Starbound"
".cc","Source code for a C++ program; may include all the code for a single program or may be one of several source code files referenced by a programming project; contains functions that are compiled into machine code, which the computer's operating system can understand.","Developer Files","Text","C++","Microsoft Visual Studio 2019, Embarcadero Technologies C++ Builder, BloodshedSoftware Dev-C++, Apple Xcode, Freescale CodeWarrior Development Tools, GNU Compiler Collection (GCC), GNU Emacs, vi"
".cdr","A CDR file is a vector drawing created with CorelDRAW, a vector illustration and page layout program. It contains a document that contains text, lines, shapes, images, colors, and effects. CDR files are used to create various types of documents such as letters, brochures, tabloids, envelopes, postcards, webpages, and web banners.","Vector Image Files","Binary","Not Found","CorelDRAW Graphics Suite 2021, Corel PaintShop Pro, Corel WordPerfect 2020, Canvas X, Adobe Illustrator 2021, Inkscape, ideaMK CDR Viewer, Bluetail CDRViewer, sK1, Catacombae HFSExplorer, Apple Disk Utility, Apple DiskImageMounter, Apple iTunes, H+H Software Virtual CD, Lightning UK! ImgBurn, Other music player, Roxio Toast 18, Bosch Crash Data Retrieval System Software"
".copy","Proprietary DRM (Digital Rights Management) copy-protected file format used by Sony Ericsson mobile phones","Audio Files","N/A","Not Found","Sony Ericsson DRM Packager or compatible Sony Ericsson cell phone"
".cp","Source code file written in the C++ programming language; used by Apple Xcode development software and may be referenced by other source files within a programming project.","Developer Files","N/A","Component Pascal","Apple Xcode, Adobe Captivate"
".dbf","A DBF file is a standard database file used by dBASE, a database management system application. It organizes data into multiple records with fields stored in an array data type. DBF files are also compatible with other ""xBase"" database programs, which arose because of the file format's popularity.","Database Files","Binary","Not Found","dBase, Microsoft Access 365, Microsoft Excel 365, Microsoft Visual FoxPro, Corel Quattro Pro 2020, OpenOffice Base, HiBase Group DBF Viewer 2000, Astersoft DBF Manager, DBF Viewer Plus, DBFView, Swiftpage Act!, Alpha Software Alpha Anywhere, Planamesa NeoOffice, GTK DBF Editor, White Town CDBF, multisoft FlagShip"
".deb","A DEB file is a standard Unix archive that contains two bzipped or gzipped archives, one for the installer control information and another for the actual installable data. DEB files are often used for software installation packages by multiple versions of Linux including Ubuntu, Kubuntu, Edubuntu, and PCLinuxOS.","Compressed Files","Binary","Not Found","File Viewer Plus, 7-Zip, IZArc, Debian package management system, Synaptic Package Manager, Adept — Discontinued, Cydia"
".dic","Dictionary of words that can be referenced by word processors and other software programs; often used for spell-checking documents and providing correct spelling alternatives for misspelled words.","Misc Files","N/A","Not Found","Microsoft Word 365, Canvas X, Apache OpenOffice, IBM Lotus Notes, JGsoft EditPad Pro, Microsoft Windows, LibreOffice, Kingsoft Writer, RadiAnt Dicom Viewer, Adobe Photoshop 2021, ezDICOM, MicroDicom viewer, OsiriX, MeVisLab, XnViewMP, GIMP, ImageMagick, Microsoft Notepad, Any text editor, Apple TextEdit, Vim"
".divx","High-quality, high-compression video codec used for digital video distribution; compresses video to a fraction of the original size with minimal loss in quality; supports video resolutions up to 1080 HD.","Video Files","Binary","Not Found","File Viewer Plus — Get it from Microsoft, DivX Player, Microsoft Windows Video — Discontinued, RealNetworks RealPlayer 20/20, Roxio Creator NXT Pro 7, CyberLink PowerDVD 20, CyberLink PowerDirector 365, Audials One 2019, Xilisoft Video Converter Ultimate, Apple QuickTime Player with DivX codec, Aviosoft DVD X Player, VideoLAN VLC media player, DivX, Eltima Elmedia Player, Roxio Toast 18, VideoLAN VLC for Mobile, RealNetworks RealTimes: Video Maker, RealNetworks RealTimes Video Maker"
".download","A DOWNLOAD file is a placeholder file that represents an in-process or paused Internet download. DOWNLOAD files are created by the Apple Safari web browser, which is bundled with the macOS and iOS operating systems. You can double-click a DOWNLOAD file to resume a Safari download.","Web Files","Text and Binary","Not Found","Apple Safari"
".epub","An EPUB file is a digital ebook saved in the EPUB format, an open XML-based format for digital books and publications. It provides a standard digital publication format for publishers and consumers. EPUB files can be viewed with supporting software programs and hardware devices, which are called ereaders.","eBook Files","Zip","Not Found","File Viewer Plus, Calibre, Adobe Digital Editions, Comic Book Reader, Icecream Ebook Reader, Apple Books, Sixty Four Kitabu — Discontinued, KDE Okular, Aldiko, Google Play Books"
".xlt","An XLT file is a template created by Microsoft Excel, a spreadsheet application included in the Microsoft Office suite. It contains default formatting and data for a spreadsheet and is used to create new .XLS files. XLT files are saved in the Excel Binary File Format, which was Excel's primary file format until the Office Open XML format (.XLTX) replaced it in Excel 2007.","Data Files","Binary","Not Found","File Viewer Plus — Get it from Microsoft, Microsoft Excel 365, Google Sheets, Microsoft Excel"
".err","An ERR file is a text file that contains error messages generated by a program. It is typically written as a program loads, executes, or closes and is often used by software developers when testing or profiling programs.","Text Files","Text","Not Found","Microsoft Notepad, Other text editor, Apple TextEdit, Vim, GNU Emacs, Autodesk AutoCAD 2022, Microsoft Visual FoxPro"
".es","Project file created by E-Studio, a psychological experiment design tool included with the E-Prime program suite; saves the steps of a behavioral research experiment; includes setup steps as well as injected stimuli (e.g., video or sounds) and data logging procedures.","Data Files","N/A","JavaScript","Psychology Software Tools E-Prime, The Sage Group SageCRM"
".grp","Collection of frame images used for units, weapons, spells, wireframes, and menu graphics within Starcraft; each object may contain anywhere from a few to several hundred frames.","Game Files","N/A","Not Found","Blizzard StarCraft, SmarterTools SmarterMail, Windows Program Manager Group Converter (grpconv.exe), Ken Silverman's Build Engine"
".xm","Music module created by Fasttracker 2, an audio tracker program; uses MIDI data and sound samples to compose songs; similar to a .S3M or .MOD file, but is saved in the Fasttracker format.","Audio Files","N/A","Logos","XMPlay, Nullsoft Winamp, MilkyTracker, OpenMPT, FMJ-Software Awave Studio, VideoLAN VLC media player, CoolUtils Total Audio Converter, MikMod, CocoModX — Discontinued, PlayerPro — Discontinued, XimpleMOD"
